"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"19 Greenwood Village St U:19","Easton, MA","02356","2718",1,"1f 0h",259080.00,"12/07/2022",1140,,,1981,"CC",,,,20,250000.00,227.26,,,"Truly a Home For All Seasons! Whether you're a 1st time homebuyer or an empty nester, Greenwood Village Condominiums combines the beauty of outdoor nature with the best of today's living, optimal function, and crisp design elements from the wide plank wood flooring to the cathedral wood beam ceilings. Whether entertaining indoors or outdoors, this one bedroom Loft Style Townhouse offers space and flexibility for your furnishings and creative inspirations. The elongated tall windows and skylights allow soft natural light to fill the home. Kitchen has granite countertops, white cabinetry, stainless steel appliances and opens to an over-sized family room suited perfectly for gathering, cooking and entertaining. The private outdoor space is accessible by a pair of glass sliders that lead to the patio overlooking the backyard and woods. Storage, deeded parking, in-unit washer and dryer. The first floor has potential for adding a half bath.","Subject to Sellers finding suitable housing. First Showings at Open House Sat, Oct 1st from 11AM - 1PM, Sun 1:30PM - 3PM  If any, offers due by Monday, October 3rd by 5:00 PM.",,"BB3458","BB3458","TM327113","CN220712","Bristol","AN6985","Greenwood Village St",19,0,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,"Frame","SLD",12/7/2022 9:54:00 AM,"Pending P&S",3424.00,"2022",,,,222500,,,,9/28/2022 8:40:00 AM,,,"Cable Available",,,"09/28/2022","10/17/2022","10/03/2022","10/17/2022"
"10 Janet U:6","Easton, MA","02375",,2,"1f 1h",260000.00,"11/30/2022",1052,,,1976,"CC",,,,16,275000.00,247.15,,,"Welcome to Easton Crossing! 2 Bedroom 1.5 bath townhouse located  in pet friendly complex with  pool, gym, dog area, tennis and basketball courts. Main level offers open floor plan with kitchen, living room & dining room area. Private patio area located through sliders in Living Room. Upper level offers  two good-sized bedrooms with built in wall air conditioners , laundry area, and full bath.","Subject to Sellers finding suitable housing, which has been established.. Email offers to jasongothage@gmail.com.",,"BB3306","BB3306","BB804243","BB804243","Bristol","BB3306","Janet",10,1,"Wall AC",,,,,"Electric Baseboard",0,2,,2,0,0,,,,"SLD",11/30/2022 3:48:00 PM,,3826.00,"2022",,,,248600,,,,9/30/2022 2:30:00 PM,,,,,,"09/27/2022","10/27/2022","10/27/2022",
"15 Foundry Street U:D43","Easton, MA","02343",,2,"1f 0h",260000.00,"12/01/2022",945,,,1974,"CC",,,,11,261800.00,275.13,,,"Fox Run Easton, nice condition throughout, newer interior paint, carpet throughout, 2 large bedrooms, fully applianced galley kitchen, enclosed den of the living room,   Unit located on the 2nd floor, basement washer/dryers, nice smaller complex, minute to route 24 expressway, local shopping, etc. Unit is empty and ready to move    right into. condo fee includes heat and hot water and electric. well maintained complex throughout, excellent location.    Cats only are allowed,  Easy to show, call office,","Call office anytime to set up showing and key's",,"NB3599","NB3599","CN205317","BB902809","Bristol","BB1234","Foundry Street",15,0,"None",,,,,"Electric Baseboard",0,1,,1,0,0,,,"Frame, Brick","SLD",12/2/2022 12:34:00 PM,,2977.97,"2022",,,,193500,,,,10/3/2022 4:12:00 PM,,,"Cable Available, Intercom",,,"10/03/2022","10/14/2022","10/14/2022",
"3 Christopher Drive U:5","Easton, MA","02375",,2,"1f 1h",329900.00,"12/08/2022",1487,,,1980,"CC",,,,11,329900.00,221.86,,,"Welcome home to  CEDAR HEIGHTS!  This immaculate 3 LEVEL TOWNHOME shows pride of ownership!   MANY RECENT UPDATES 2018-2022 include NewStorm Door at entry; Thermopane Windows w/blinds; Custom Kitchen Slider w/blind inserts;  New 40 gal HW Tank; both Bathrooms feature elegant pedestal sinks and medicine cabinets, YOU  WILL LOVE THE SPACOUS BEDROOMS each w/double slider closets.  Low-maintenance flooring and freshly painted throughout!  Delightful pressure-treated SUNDECK w/privacy wall (overlooks a neat garden area).   Lower Level Walkout Finished Basement (perfect for Playroom/Office/Gym or Guest Rm).  Storage Closet, Workshop  / Laundry area w/utility sink ( Kenmore Washer & Dryer).  All the appliances to remain.  NEW 50 yr Roof w/vents 2022.    This community is well maintained by Owner Association Trustees has low condo fees & is pet friendly.   Enjoy easy living, carefree lifestyle while building equity.  Why rent? Buy right now!    Shown by private appointment.   ACT  QUICKLY!","Private showings only  - contact Showingtime. See MLS attachments & Offer Instruction sheet BEFORE you send offer to judibruno@gmail.com. Sellers reserve the right to accept an offer at any time. The source of all representations are from seller or a public source; broker has not verified.",,"K01272","K01272","NB112914","TM300454","Bristol","AN6272","Christopher Drive",3,1,"None",,,,,"Hot Water Baseboard, Gas",0,1,,1,0,0,,,"Frame","SLD",12/8/2022 3:48:00 PM,,3862.35,"2022",,,,250900,,,,10/27/2022 8:23:00 PM,,,"Cable Available",,,"10/26/2022","11/06/2022","11/06/2022",
"2 Adam St U:5","Easton, MA","02375","1617",2,"1f 1h",274000.00,"11/18/2022",1052,,,1976,"CC",,,,12,285000.00,260.46,,,"Check out this pet friendly Condo at Easton Crossing. Easton Crossing is situated on 22 acres and includes a pool, tennis court, basketball, fitness room and clubhouse and a dog park! There is a private patio as well! Washer and dryer are in unit. There are two good sized bedrooms, one full and one half bath. Main level offers open floor plan with kitchen, living room & dining room area. Check out this wonderful community convenient to Route 24 and the Stoughton commuter rail. Property is vacant and can close quickly!","Pet restrictions: No Pit bulls or pit mixed breeds, Rottweilers, Dobermans, or snakes.Waiting on all documents from condo Association (ex:master policy, rules & regs etc)Sold as is/as seen",,"AN6234","AN6181","TM351638","BB985042","Bristol","AN4281","Adam St",2,1,"Wall AC",,,,,"Electric",0,2,,2,0,0,,,"Frame, Block","SLD",11/18/2022 2:26:00 PM,"Inspection",3826.00,"2022",,,,248600,,,,10/21/2022 4:57:00 PM,,,"Cable Available",,,"10/21/2022","11/04/2022","10/26/2022","11/09/2022"
"17 Pinebrook Ln U:2","Easton, MA","02375","1202",3,"2f 0h",370000.00,"12/06/2022",1620,,,1979,"CC",,,,16,360000.00,228.40,,,"Fantastic Bi-Level end unit now available in Rolling Pines.  This end unit features a tastefully modernized 2 bedroom and 2 bathroom condo.  Main floor showcases a beautiful brand new kitchen with new stainless steel appliances, solid surface counters, and cabinetry.  Remaining rooms on the main floor include 2 bedrooms,  living room, and full bathrooms.  All of these rooms have new flooring, trim, and fresh paint.  Lower level includes possible 3rd bedroom/office, laundry room, living space with fireplace, bathroom, and walk out to a private deck.  Brand new windows throughout with warranty! Conservation land abuts the rear private yard space.  Minutes from RT. 495 and RT. 24!  Why rent in this market when you can buy virtually brand new for less the cost.  This unit will not last!","Please text or email listing agent to",,"AN6936","AN2314","CN237518","CN238148","Bristol","AN4330","Pinebrook Ln",17,0,"Central Air",,,,,"Forced Air, Electric",0,2,,2,0,0,,,"Frame","SLD",12/10/2022 3:10:00 PM,"Pending P&S",3746.00,"2022",,,,243400,,,,10/30/2022 2:38:00 PM,,,,,,"10/30/2022","11/15/2022","11/01/2022","11/16/2022"
"59 Route 6A U:1-3","Dennis, MA","02638",,3,"1f 1h",440000.00,"11/30/2022",1236,,,1973,"CC",,,,99,449900.00,355.99,,,"This three Bedroom one and a half bath townhouse is located in highly desirable Cranberry Knoll in Dennis. There have been numerous upgrades including kitchen with quartz counter and tile floors, as well as both bathrooms. Enjoy gleaming hardwood flooring in the living/dining room and sliders leading out to your private courtyard. Stackable washer/dryer on the first floor. Three bedrooms on the second floor with wall-to-wall carpet in the two guest bedrooms. Primary bedroom with double closets and access to balcony has wood floors. Air conditioning provided by ductless mini splits in the living room and the primary bedroom. There is a finished bonus room in the basement. Heating system and gas hot water tank were replaced in 2018. Located just a short drive to popular beaches on Cape Cod Bay, Dennis Village, the Cape Playhouse and numerous shops and restaurants. Pets allowed with board permission; Buyers and buyers agents to confirm all information contained herein","",,"AN0910","M59500","A9502665","A9501678","Barnstable","A95451","Route 6A",59,1,"Wall AC",,,,,"Hot Water Baseboard",0,2,,2,0,0,,,"Frame","SLD",11/30/2022 5:56:00 PM,"Inspection",1623.00,"2022",,,,289900,,,,8/19/2022 6:11:00 AM,,,"Cable Available",,,"07/27/2022","11/02/2022","10/20/2022","11/02/2022"
"36 Crooked Meadow Road U:6A","Falmouth, MA","02536",,2,"2f 0h",449900.00,"11/23/2022",1136,,,2022,"CC",,,,19,449900.00,396.04,,,"New Construction in  East Falmouth MA! A great neighborhood located minutes to everything you would hope for on Cape Cod...beaches, shopping, dining, downtown Falmouth and boats to the Vineyard. This one level living condominium features 2 bedrooms and 2 baths with high efficiency heating & A/C. The open concept eat-in kitchen includes granite countertops, stainless steel appliances, laundry hook up and luxury vinyl flooring throughout. Step outside your sliding glass doors to a private patio that is great for summer cookouts. The full basement provides ample storage space with bulkhead access. Reserve now so you can make your personal choices prior to completion. Limited units available at this price point, estimated completion Mid November 2022. Email listing agent for more information.","All PHOTOS ARE FACSIMILE, Actual photos are from a similar unit in the same complex. see attachments for floorplans and draft condo docs.",,"AN4893","AN4893","TM347808","CN234489","Barnstable","AN4893","Crooked Meadow Road",36,0,"Central Air, Heat Pump",,,,,"Central Heat, Forced Air, Heat Pump, Electric",0,2,,2,0,0,,,"Frame","SLD",11/23/2022 2:18:00 PM,,0.00,"2022",,,,0,,,,8/16/2022 2:22:00 PM,,,,,,"08/16/2022","09/04/2022","09/04/2022",
"110 Dillingham Ave U:211","Falmouth, MA","02540","3315",2,"2f 0h",242100.00,"12/01/2022",1171,,,2005,"CC",,,,45,242100.00,206.75,,,"Dillingham Place is Falmouth's premier independent living condo complex for ages 62 plus. This 2nd floor unit has new carpets and fresh paint in warm neutral colors. Two spacious bedrooms, one bedroom with private covered porch overlooking the grounds of the complex. Plenty of storage space with two full baths and in unit laundry area! Condo fees include heat, A/C, electricity, water, basic cable, and Wifi. Common areas include covered parking with direct elevator access, exercise room, gathering area, dining area, and library. Other amenities include a complimentary continental breakfast as well as for fee dining. Live carefree at this beautiful complex that provides 24 hour concierge service! Per HOA rules & regulations, buyers to pay 2 months condo fees at closing. Unit subject to affordable housing and resale restrictions, see additional disclosures and attachments.","Showing Instructions: Please call listing agent 774-271-1844 for group showings every Thursday at 3 pm and Sundays at 9 am. Group showings only.",,"AN2904","AN2904","CN214398","A8001196","Barnstable","AN6701","Dillingham Ave",110,0,"Central Air",,,,,"Forced Air, Gas",1,2,,1,0,0,,,,"SLD",12/1/2022 7:18:00 PM,"Pending P&S",1481.00,"2022",,,,184000,,,,8/8/2022 6:48:00 PM,,,"Cable Available",,,"08/08/2022","09/21/2022","09/07/2022","09/21/2022"
"36 Summer Street U:1","Attleboro, MA","02703",,2,"1f 1h",330000.00,"11/30/2022",1144,,,2007,"CC",,,,22,309990.00,288.46,,,"Sunny & Bright, Built 2007, ""NO Monthly Condo FEES"" Half-Duplex, Well- Maintained & Loved, Conveniently located near Caproon Park, Major Highways, Shopping, Golf, MBTA Train Station ""A Commuters Dream"". Sun filled Living Room open to a large Eat-In Kitchen featuring Custom Cabinets, Granite Countertops, Stainless Steel Appliances, Sliding door to a beautiful Deck that takes you to the cozy firepit for Family S'mores night. Upstairs you will find Spacious Bedrooms; each with it's own Walk-in Closet, Window in the Master Bedroom Closet. Finishable Basement waiting to be finished as a Family Room, Workshop or Gym. Forced Air Gas Heat, Central A/C, All appliances included. Move-in Ready Half-Duplex. Don't miss it! Seller Motivated! Request your showing today.","Email all offers to maria.minias@nemoves.com  Please include pre-approval letter with Offer.",,"AN2593","AN2593","CN247863","CN229343","Bristol","AN6233","Summer Street",36,1,"Central Air",,,,,"Central Heat, Forced Air, Gas",0,4,,4,0,0,,,,"SLD",11/30/2022 8:49:00 PM,"Pending P&S",3603.83,"2022",,,,231600,,,,10/25/2022 11:25:00 AM,,,,"10/12/2022",,"10/12/2022","11/02/2022","10/27/2022","11/11/2022"
"171 South Main Street U:171","Attleboro, MA","02703",,4,"2f 1h",475000.00,"11/23/2022",1709,,,1900,"CC",,,,21,459999.00,277.94,,,"This luxurious townhouse provides minimal upkeep and maximum comfort! New roof, updated electrical and high efficiency heating/cooling, private parking and so much more! They say the kitchen is the heart of the home! The gourmet kitchen features quartz countertop, white cabinetry, stainless-steel appliances and additional island storage. The living and dining open concept provide ample space to host both intimate and large gatherings. Complimenting the first level are gleaming oak hardwood floors, a fire place, half bath and a laundry room. Retreat to your private deck overseeing the manicured fenced yard! The second level includes three spacious bedrooms with ample closet space and a full bathroom. The 3rd level includes the primary suite with spacious walk-in closet and private bath. Need additional storage? The walkout basement has endless possibilities. Close commute to downtown Attleboro, commuter rail, major routes, parks and shopping.","First showing will be at open house on Saturday, 10/15, 12:30-1:30pm. Scheduled showings are permited after the open house. Lockbox.",,"K95454","K95454","K9502654","CN228903","Bristol","AN2428","South Main Street",171,1,"Central Air",,,,,"Central Heat, Forced Air, Gas",0,2,,2,0,0,,,"Stone/Concrete","SLD",11/25/2022 9:40:00 AM,,9999.00,"2022",,,,9999999,,,,10/13/2022 8:33:00 AM,,,,,,"10/11/2022","11/01/2022","11/01/2022",
"24 Park Street U:6B","Attleboro, MA","02703",,0,"1f 0h",125000.00,"12/09/2022",451,,,1987,"CC",,,,22,125000.00,277.16,,,"A FANTASTIC opportunity to OWN. This 6th floor studio style condo with combination living and bedroom space is bright and sunny. Conveniently located in the heart of downtown Attleboro! The Train Station is less than 0.2 miles great commuter access for those looking to go to Boston or Providence. Close to all major highways. Enjoy many area amenities all nearby. The YMCA, shopping, dining, library, Capron Park and more. The building offers an elevator, first floor laundry facility and trash removal. A new Hot water tank installed in 2022. A charming unit, awaiting a new owner!","",,"AN4460","AN4460","CN200993","CT003411","Bristol","AN4213","Park Street",24,0,"Wall AC",,,,,"Electric Baseboard",0,0,,0,0,0,,,"Brick","SLD",12/12/2022 11:55:00 AM,"Pending P&S",1249.93,"2022",,,,86500,,,,11/10/2022 10:32:00 PM,,,,,,"11/10/2022","12/01/2022","11/15/2022","12/01/2022"
"101 South Ave U:201","Attleboro, MA","02703","4593",2,"1f 1h",310000.00,"11/21/2022",1495,,,1987,"CC",,,,86,309900.00,207.36,,,"2 Bedroom Condo located in an GREAT location. Situated in SUGAR CREEK CONDOMINIUMS is this large condo with good size bedrooms, open layout and is the perfect condo for entertaining.   Unit has a garage/off-street parking.  Close to all highways & perfect if you commute.   Don't hesitate on this one.  ** This property is subject to the Freddie Mac First Look Initiative. The Freddie Mac First Look Initiative limits offers from being entertained during the first 30 days of listing to owner occupant and non-profit buyers. Investor offers will be responded to after the first look period ends. **","Offer submission fee of 150.00 + Tax at the time of closing. AS-IS condition: Buyer to perform all due-diligence. Questions - email: CPonte@kw.com** Submit Offer Link: http://www.spsreo.com/?c=C8G5  ** Offer submission fee of 150.00 at the time of closing. Highest & Best due 9/19/22 11:59pm",,"AN6944","AN6944","CN208185","TM323824","Bristol","AN6607","South Ave",101,1,"Other (See Remarks)",,,,,"Forced Air, Gas",1,3,,2,0,0,,,,"SLD",11/21/2022 1:24:00 PM,"Pending P&S",4560.00,"2022",,,,315600,,,,8/2/2022 12:03:00 PM,,,,,,"07/30/2022","10/24/2022","10/18/2022","10/31/2022"
