page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,10533,23710-53,,02-16-2021 11:53:50a,LUDLOW,CHURCH ST,1.00,CHURCH ST,3
,,10530,23710-36,,02-16-2021 11:44:49a,LUDLOW,CHURCH ST,1.00,CHURCH ST,3
,,10569,23710-324,,02-16-2021 12:45:24p,LUDLOW,FULLER ST,,,3
,,10560,23710-252,,02-16-2021 12:31:25p,CHICOPEE,10 EVERETT ST,"140,000.00",EVERETT ST,3
,,10555,23710-204,,02-16-2021 12:24:46p,AGAWAM,5 RED OAKS CIR,"142,000.00",RED OAKS CIR,3
,,10548,23710-172,,02-16-2021 12:19:24p,WEST SPRINGFIELD,560 MORGAN RD,,MORGAN RD,3
,,10546,23710-150,,02-16-2021 12:14:19p,CHICOPEE,621 CHICOPEE ST,"142,000.00",CHICOPEE ST,2
,,10544,23710-142,,02-16-2021 12:12:17p,CHICOPEE,64 SHAWINIGAN DR,"1,162,050.00",SHAWINIGAN DR,2
,,10544,23710-142,,02-16-2021 12:12:17p,,560 MORGAN RD,"140,000.00",MORGAN RD,3
,,10728,23711-440,,02-16-2021 3:08:37p,SPRINGFIELD,67 KEITH ST,,KEITH ST,5
,,10726,23711-434,,02-16-2021 3:04:41p,PALMER,49 SPRINGFIELD ST,,SPRINGFIELD ST,3
,,10721,23711-400,,02-16-2021 3:00:21p,AGAWAM,46 CENTRAL ST,100.00,CENTRAL ST,4
,,10717,23711-378,,02-16-2021 2:58:50p,MONSO,14 GREEN ST,"239,000.00",GREEN ST,5
,,10712,23711-336,,02-16-2021 2:55:08p,WALES,1 JOYCE ST,"106,000.00",JOYCE ST,2
,,10762,23711-572,,02-16-2021 3:47:18p,SPRINGFIELD,54 NEWHALL ST,"185,000.00",NEWHALL ST,4
,,10740,23711-482,,02-16-2021 3:20:50p,BAST LONGMEADOW,34 BRYNMAWR DR,"200,000.00",BRYNMAWR DR,2
,,10733,23711-448,,02-16-2021 3:15:42p,RUSSELL,41 WESTWOOD DR,"292,000.00",WESTWOOD DR,4
,,10877,23712-389,,02-17-2021 10:58:25a,LUDLOW,58 BELMONT ST,,BELMONT ST,6
,,10859,23712-310,,02-17-2021 9:53:50a,WESTFIELD,18 WILSON AVE,10.00,WILSON AVE,3
,,10833,23712-229,,02-17-2021 9:13:14a,AGAWAM,25E CASTLE HILL RD,1.00,UNIT 255,3
,,10826,23712-206,,02-17-2021 9:12:26a,PALMER,4 NORBELL ST,"200,000.00",NORBELL ST,3
,,10817,23712-173,,02-17-2021 9:06:25a,WILBRAHAM,2205 BOSTON RD UNIT I-79,1.00,UNIT I-79,2
,,10945,23713-130,,02-17-2021 12:29:59p,SOUTHWICK,18 RAILS END RD UNIT 11B,1.00,,4
,,10941,23713-123,,02-17-2021 12:19:04p,BAST LONGMEADOW,39 LOMBARD AVE,"299,900.00",LOMBARD AVE,3
,,10932,23713-34,,02-17-2021 11:59:02a,WILBRAHAM,12 RED GAP RD,"555,000.00",RED GAP RD,3
,,10924,23713-4,,02-17-2021 11:48:59a,PALMER,NORTH ST,1.00,NORTH ST,5
,,10920,23712-595,,02-17-2021 11:44:45a,PALMER,NORTH ST,1.00,NORTH ST,5
,,10920,23712-595,,02-17-2021 11:44:45a,LUDLOW,22 GAUDREAU AVE,1.00,GAUDREAU AVE,0
,,10972,23713-304,,02-17-2021 1:10:15p,HOLYOKE,272 WHITNEY AVE,"415,000.00",WHITNEY AVE,8
,,10968,23713-278,,02-17-2021 1:03:01p,WESTFIELD,10 CROSS ST,"250,000.00",CROSS ST,3
,,10963,23713-238,,02-17-2021 1:02:20p,SPRINGFIELD,91 LANCASTER ST,"181,000.00",ANCASTER ST,4
,,10958,23713-199,,02-17-2021 12:54:08p,SOUTHWICK,3 AMBERLEAF WAY,"455,000.00",AMBERLEAF WAY,4
,,10951,23713-158,,02-17-2021 12:43:54p,LONGMEADOW,73 FALMOUTH RD,"376,000.00",FALMOUTH RD,2
,,11007,23713-483,,02-17-2021 2:02:12p,SPRINGFIELD,OAKLAND ST,,OAKLAND ST,2
,,10996,23713-429,,02-17-2021 1:44:02p,LONGMEADOW,37 SOUTH AVE,"555,000.00",SOUTH AVE,4
,,10992,23713-399,,02-17-2021 1:33:48p,PALMER,10 SIBLEY ST,"139,176.00",SIBLEY ST,3
,,10987,23713-368,,02-17-2021 1:30:59p,SOUTHWICK,19 VETERAN ST,"75,000.00",VETERAN ST,4
,,10983,23713-348,,02-17-2021 1:29:02p,LONGMEADOW,1183 CONVERSE ST,"319,000.00",CONVERSE ST,5
,,10976,23713-325,,02-17-2021 1:10:43p,CHICOPEE,294 FAIRVIEW AVE,"309,000.00",FAIRVIEW AVE,0
,,11045,23714-39,,02-17-2021 2:47:49p,BRIMFIELD,DUNHAMTOWN RD,"71,000.00",DUNHAMTOWN RD,7
,,11036,23714-1,,02-17-2021 2:34:41p,AGAWAM,420 MAIN ST UNIT 24,"95,000.00",UNIT 24,2
,,11027,23713-568,,02-17-2021 2:20:32p,WESTFIELD,440 SOUTHAMPTON RD,"400,000.00",SOUTHAMPTON RD,2
,,11017,23713-512,,02-17-2021 2:06:46p,SPRINGFIELD,737 NEWBURY ST,"145,000.00",EWBURY ST,3
,,11015,23713-508,,02-17-2021 2:06:11p,CHICOPEE,1063 BURNETT RD,"290,000.00",BURNETT RD,3
,,11011,23713-499,,02-17-2021 2:04:18p,CHICOPEE,93 WOODBRIDGE RD,"165,000.00",UNIT 6251D,0
,,11105,23714-344,,02-17-2021 3:52:59p,SOUTHWICK,681R COLLEGE HGY,"350,000.00",COLLEGE HGY,6
,,11082,23714-198,,02-17-2021 3:27:30p,SPRINGFIELD,208 ISLAND POND RD,"153,000.00",ISLAND POND RD,3
,,11070,23714-152,,02-17-2021 3:00:07p,CHICOPEE,49 JEAN CIR,"400,000.00",JEAN CIR,2
,,11065,23714-133,,02-17-2021 2:57:15p,CHICOPEE,245-247 GRATTAN ST,"335,000.00",GRATTAN ST,3
,,11061,23714-114,,02-17-2021 2:54:42p,WILBRAHAM,3155 BOSTON RD,"124,500.00",BOSTON RD,2
,,11056,23714-107,,02-17-2021 2:51:23p,SPRINGFIELD,EASTERN AVE,"30,000.00",EASTERN AVE,0
,,11115,23714-385,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,"1,343.80",LOCUST ST,2
,,11114,23714-383,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,1.00,LOCUST ST,1
,,11113,23714-378,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,1.00,LOCUST ST,2
,,11112,23714-376,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,"2,737.20",LOCUST ST,2
,,11111,23714-374,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,1.00,LOCUST ST,1
,,11110,23714-369,,02-18-2021 8:36:35a,SPRINGFIELD,LOCUST ST,1.00,LOCUST ST,0
,,11200,23715-162,,02-18-2021 10:25:46a,SPRINGFIELD,270 LOCUST ST,,,2
,,11199,23715-158,,02-18-2021 10:25:46a,SPRINGFIELD,16 JOANNE RD,,JOANNE RD,4
,,11198,23715-154,,02-18-2021 10:25:46a,WEST SPRINGFIELD,132 JENSEN CIR,1.00,JENSEN CIR,10
,,11289,23715-459,,02-18-2021 11:58:37a,SPRINGFIELD,299 CAREW ST UNIT 322,,,3
,,11284,23715-439,,02-18-2021 11:50:49a,SPRINGFIELD,292 BRECKWOOD BLVD,"220,000.00",BRECKWOOD BLVD,2
,,11279,23715-427,,02-18-2021 11:46:35a,CHICOPEE,19-21 EMERSON ST,"415,000.00",EMERSON ST,2
,,11272,23715-390,,02-18-2021 11:37:23a,SPRINGFIELD,BUCKINGHAM ST,"26,000.00",BUCKINGHAM ST,3
,,11232,23715-260,,02-18-2021 10:54:57a,WILBRAHAM,2 MEETING HOUSE LA,1.00,MEETING HOUSE LA,5
,,11226,23715-227,,02-18-2021 10:50:08a,WEST SPRINGFIELD,48 OAKLAND ST,"200,000.00",OAKLAND ST,2
,,11314,23715-599,,02-18-2021 12:55:48p,SPRINGFIELD,72 WHITTIER ST,"23,000.00",,3
,,11309,23715-578,,02-18-2021 12:42:26p,WALES,60 MONSON RD,"20,000.00",MONSON RD,3
,,11299,23715-502,,02-18-2021 12:16:13p,CHICOPEE,151 SILVIN RD,"160,000.00",SILVIN RD,4
,,11295,23715-478,,02-18-2021 12:12:03p,SPRINGFIELD,40 LUDEN ST,"180,000.00",LUDEN ST,3
,,11293,23715-475,,02-18-2021 12:09:25p,AGAWAM,107 REED ST,1.00,REED ST,3
,,11293,23715-475,,02-18-2021 12:09:25p,SPRINGFIELD,HANCOCK ST,"23,000.00",HANCOCK ST,2
,,11347,23716-174,,02-18-2021 2:08:44p,HOLYOKE,224 WALNUT ST,"170,000.00",WALNUT ST,3
,,11346,23716-170,,02-18-2021 2:08:44p,WESTFIELD,107 MA ST,"256,000.00",MAIN ST,3
,,11331,23716-94,,02-18-2021 1:38:21p,CHICOPEE,37 ELDRIDGE ST,"147,000.00",ELDRIDGE ST,3
,,11326,23716-59,,02-18-2021 1:28:45p,SPRINGFIELD,55 TYLER ST,"160,000.00",TYLER ST,3
,,11320,23716-39,,02-18-2021 1:17:41p,AGAWAM,CARR AVE,"10,000.00",CARR AVE,3
,,11316,23716-17,,02-18-2021 1:11:55p,AGAWAM,CARR AVE,"5,000.00",CARR AVE,0
,,11364,23716-243,,02-18-2021 2:33:02p,AGAWAM,CARR AVE,"5,000.00",CARR AVE,6
,,11360,23716-225,,02-18-2021 2:31:15p,CHESTER,104 NORTH CHESTER RD,"382,000.00",NORTH CHESTER RD,4
,,11355,23716-204,,02-18-2021 2:15:41p,AGAWAM,43 RIVER RD,"135,000.00",RIVER RD,2
,,11349,23716-182,,02-18-2021 2:10:00p,HOLYOKE,71 BERKSHIRE ST,"231,000.00",BERKSHIRE ST,3
,,11348,23716-178,,02-18-2021 2:08:44p,CHICOPEE,46 SHIRLEY ST,1.00,SHIRLEY ST,3
,,11395,23716-377,,02-18-2021 3:28:33p,CHICOPEE,59 GREENWOOD TERR UNIT 6053A,1.00,UNIT 6053A,3
,,11388,23716-335,,02-18-2021 3:16:34p,PALMER,1025 CENTRAL ST UNIT F,"72,500.00",UNIT F,3
,,11371,23716-254,,02-18-2021 2:40:04p,WEST SPRINGFIELD,1594 MEMORIAL AVE,"95,000.00",UNIT 1594,4
,,11368,23716-249,,02-18-2021 2:39:54p,SPRINGFIELD,17 RUSSELL ST,100.00,RUSSELL ST,3
,,11551,23717-183,,02-19-2021 11:18:53a,WESTFIELD,16 HANOVER ST,1.00,HANOVER ST,3
,,11541,23717-163,,02-19-2021 10:52:45a,WESTFIELD,63 MEADOW ST,1.00,MEADOW ST,3
,,11500,23717-96,,02-19-2021 10:15:58a,PALMER,11 CONANT ST,"243,480.00",CONANT ST,2
,,11487,23717-74,,02-19-2021 9:55:13a,WEST SPRINGFIELD,33 WOODMONT ST,"243,480.00",WOODMONT ST,2
,,11439,23717-16,,02-19-2021 9:17:35a,SOUTHWICK,457 COLLEGE HGY,1.00,COLLEGE HGY,5
,,11438,23717-12,,02-19-2021 9:17:35a,SPRINGFIELD,68-70 APPLETON ST,1.00,,0
,,11603,23717-483,,02-19-2021 1:25:16p,SPRINGFIELD,22 FLORENTINE GARDENS,"314,900.00",FLORENTINE GARDENS,6
,,11598,23717-461,,02-19-2021 1:23:36p,LUDLOW,SUNSET RIDGE,"130,000.00",SUNSET RIDGE,4
,,11593,23717-446,,02-19-2021 1:20:04p,LONGMEADOW,163 HILLCREST AVE,"271,000.00",HILLCREST AVE & LAND REG,3
,,11590,23717-415,,02-19-2021 1:17:51p,SPRINGFIELD,23-25 PALM ST,1.00,PALM ST,3
,,11584,23717-379,,02-19-2021 12:45:57p,WESTFIELD,1047 EAST MOUNTAIN RD,"200,000.00",EAST MOUNTAIN RD,3
,,11581,23717-359,,02-19-2021 12:44:14p,SPRINGFIELD,PAGE BLVD,1.00,PAGE BLVD,2
,,11648,23718-131,,02-19-2021 2:22:28p,SPRINGFIELD,PAGE BLVD,"175,000.00",,1
,,11641,23718-94,,02-19-2021 2:16:13p,BAST LONGMEADOW,5 CORNING ST,"284,000.00",CORNING ST,3
,,11636,23718-62,,02-19-2021 2:09:27p,WEST SPRINGFIELD,422 DEWEY ST,"295,000.00",DEWEY ST,3
,,11631,23718-37,,02-19-2021 2:08:35p,SPRINGFIELD,23 KERRY DR,"189,100.00",KERRY DR,5
,,11625,23718-4,,02-19-2021 1:53:06p,WESTFIELD,45 ORANGE ST,"295,000.00",ORANGE ST,2
,,11619,23717-574,,02-19-2021 1:45:36p,SPRINGFIELD,80-82 LHEYFRED TERR,"286,000.00",EYFRED TERR,2
,,11619,23717-574,,02-19-2021 1:45:36p,SPRINGFIELD,901 WILBRAHAM RD,"175,000.00",WILBRAHAM RD,3
,,11671,23718-239,,02-19-2021 3:04:29p,SPRINGFIELD,901 WILBRAHAM RD,"215,000.00",,3
,,11664,23718-215,,02-19-2021 2:53:23p,SPRINGFIELD,11-13 WAIT ST,100.00,WAIT ST,3
,,11661,23718-204,,02-19-2021 2:52:18p,HOLYOKE,41-43 MOSHER ST,"1,250,000.00","SOUTH BRIDGE,WEST ST &O",2
,,11652,23718-150,,02-19-2021 2:31:43p,SOUTHWICK,71 KLINE RD,"310,000.00",KLINE RD,2
,,11651,23718-148,,02-19-2021 2:27:29p,WEST SPRINGFIELD,19 ROCHELLE ST,"295,500.00",ROCHELLE ST,4
,,11651,23718-148,,02-19-2021 2:27:29p,BLANDFORD,28 BLAIR RD,"215,000.00",BLAIR RD,2
,,11709,23718-437,,02-19-2021 3:33:41p,WESTFIELD,35 GRANDVIEW DR,"305,000.00",GRANDVIEW DR,3
,,11707,23718-434,,02-19-2021 3:28:50p,AGAWAM,22 MOORE ST UNIT 2,"249,900.00",UNIT 2,4
,,11704,23718-414,,02-19-2021 3:27:38p,WILBRAHAM,CYPRESS LA UNIT 31,"550,000.00",UNIT 31,4
,,11687,23718-310,,02-19-2021 3:19:57p,SPRINGFIELD,260 CUFF AVE,"211,000.00",CUFF AVE,4
,,11681,23718-284,,02-19-2021 3:11:55p,SPRINGFIELD,420 PARKER ST,10.00,PARKER ST,3
,,11676,23718-259,,02-19-2021 3:10:35p,SPRINGFIELD,988 PARKER ST,"260,000.00",PARKER ST,0
,,11733,23718-589,,02-19-2021 3:59:20p,CHICOPEE,17 LESLIE ST,"372,000.00",ESLIE ST,6
,,11728,23718-555,,02-19-2021 3:57:27p,HOLYOKE,DWIGHT ST,"435,000.00",DWIGHT ST,1
,,11719,23718-492,,02-19-2021 3:43:31p,BAST LONGMEADOW,27 KINGMAN AVE,"170,000.00",KINGMAN AVE,2
,,11716,23718-472,,02-19-2021 3:43:28p,WILBRAHAM,716 MAIN ST,"330,000.00",MAT ST,2
,,11712,23718-452,,02-19-2021 3:41:22p,LUDLOW,448 FULLER ST,"228,000.00",FULLER ST,7
,,11735,23719-1,,02-19-2021 3:59:36p,LUDLOW,14 BUCKNELL ST,"292,500.00",BUCKNELL ST,3
,,11839,23719-410,,02-22-2021 9:51:03a,SPRINGFIELD,177 SPRINGFIELD ST,"495,000.00",SPRINGFIELD ST,3
,,11833,23719-388,,02-22-2021 9:41:40a,AGAWAM,390 POPLAR ST,1.00,POPLAR ST,3
,,11832,23719-386,,02-22-2021 9:41:40a,AGAWAM,400 SOUTH WESTFIELD ST,1.00,SOUTH WESTFIELD ST,3
,,11831,23719-385,,02-22-2021 9:41:40a,AGAWAM,SOUTH WESTFIELD ST,1.00,SOUTH WESTFIELD ST OFE,3
,,11830,23719-383,,02-22-2021 9:41:40a,AGAWAM,400 SOUTH WESTFIELD ST,1.00,SOUTH WESTFIELD ST REAR,3
,,11863,23719-485,,02-22-2021 10:12:11a,HOLYOKE,161 LINCOLN ST,1.00,LINCOLN ST,5
,,11862,23719-483,,02-22-2021 10:11:19a,PALMER,1682 ORTH MAIN ST,1.00,NORTH MAIN ST,1
,,11846,23719-422,,02-22-2021 9:53:12a,PALMER,1682 ORTH MAIN ST,"131,600.00",NORTH MAIN ST,1
,,11845,23719-419,,02-22-2021 9:53:12a,BAST LONGMEADOW,24 SPRING VALLEY RD,1.00,SPRING VALLEY RD,10
,,11900,23720-19,,02-22-2021 10:57:09a,CHICOPEE,40-42 FLORENCE ST,,FLORENCE ST,7
,,11894,23720-1,,02-22-2021 10:51:12a,PALMER,80 BEECH ST,,BEECH ST,3
,,11880,23719-568,,02-22-2021 10:36:20a,SPRINGFIELD,16 MALCOLM RD,,MALCOLM RD,7
,,11944,23720-258,,02-22-2021 12:18:29p,AGAWAM,19-21 ORLANDO ST,1.00,,4
,,11940,23720-242,,02-22-2021 12:15:45p,SPRINGFIELD,228 DAYTON ST,"65,000.00",DAYTON ST,3
,,11934,23720-198,,02-22-2021 12:00:15p,HOLYOKE,47 RIDGEWOOD AVE,"198,650.00",RIDGEWOOD AVE,3
,,11927,23720-150,,02-22-2021 11:34:07a,LONGMEADOW,152 MEADOW RD,"198,650.00",MEADOW RD,3
,,11915,23720-73,,02-22-2021 11:20:18a,PALMER,2191 MAIN ST,"65,000.00",MAIN ST,4
,,11915,23720-73,,02-22-2021 11:20:18a,SPRINGFIELD,88 ARDMORE ST,1.00,ARDMORE ST,2
,,11976,23720-477,,02-22-2021 1:02:06p,SOUTHWICK,281 S$ LONGYARD RD,"150,000.00",S LONGYARD RD,2
,,11974,23720-463,,02-22-2021 1:00:11p,SPRINGFIELD,88 ARDMORE ST,"185,000.00",ARDMORE ST,3
,,11962,23720-326,,02-22-2021 12:44:50p,WEST SPRINGFIELD,483 UNION ST,1.00,UNION ST,3
,,11959,23720-310,,02-22-2021 12:39:36p,HOLLAND,8 SANDY BEACH RD,1.00,SANDY BEACH RD,3
,,11954,23720-288,,02-22-2021 12:33:06p,EAST LONGMEADOW,25 WESTMINSTER ST,1.00,WESTMINSTER ST,3
,,11948,23720-264,,02-22-2021 12:24:17p,SPRINGFIELD,3 BURTON ST,"150,000.00",BURTON ST,3
,,12021,23721-105,,02-22-2021 2:00:28p,,,1.00,PARADISE LAKE RD,6
,,12048,23721-236,,02-22-2021 2:36:59p,SPRINGFIELD,178 NOTTINGHAM ST,"160,000.00",NOTTINGHAM ST,2
,,12043,23721-200,,02-22-2021 2:16:44p,SPRINGFIELD,1222-1224 PAGE BLVD,"245,000.00",PAGE BLVD,2
,,12039,23721-191,,02-22-2021 2:12:01p,MONSON,68 MAIN ST,,MAT ST,5
,,12037,23721-187,,02-22-2021 2:11:39p,LUDLOW,130 OAK KNOLL CIR,,OAK KNOLL CIR,2
,,12032,23721-165,,02-22-2021 2:07:00p,LUDLOW,903 WEST ST,"240,000.00",WEST ST,3
,,12028,23721-145,,02-22-2021 2:06:02p,SPRINGFIELD,483 DICKINSON ST,"124,000.00",DICKINSON ST,3
,,12103,23721-520,,02-22-2021 3:37:14p,CHICOPEE,6-8 CHARLES ST,"233,000.00",CHARLES ST,2
,,12081,23721-442,,02-22-2021 3:22:24p,LUDLOW,125 MUNSING ST,"79,000.00",MUNSING ST,2
,,12077,23721-421,,02-22-2021 3:13:16p,WILBRAHAM,440 SOULE RD,"300,000.00",SOULE RD,3
,,12071,23721-375,,02-22-2021 3:09:34p,SPRINGFIELD,24 RAMAH ST,"175,000.00",RAMAH ST,2
,,12060,23721-311,,02-22-2021 2:51:18p,SPRINGFIELD,145 WILDWOOD AVE,"300,000.00",WILDWOOD AVE,3
,,12056,23721-288,,02-22-2021 2:42:14p,SPRINGFIELD,93 COOLEY ST,"108,000.00",COOLEY ST,2
,,12052,23721-282,,02-22-2021 2:38:54p,,,"233,000.00",SHERWOOD RD,5
,,12121,23722-19,,02-22-2021 4:00:09p,EAST LONGMEADOW,130 ELM ST,"390,000.00",ELM ST,7
,,12114,23721-575,,02-22-2021 3:51:20p,WEST SPRINGFIELD,53 WARREN ST,"243,000.00",WARREN ST,3
,,12111,23721-549,,02-22-2021 3:43:02p,SPRINGFIELD,263 REDLANDS ST,"165,000.00",REDLANDS ST,3
,,12186,23722-335,,02-23-2021 9:54:38a,CHICOPEE,114 KELLEY RD,1.00,UNIT X16,5
,,12185,23722-332,,02-23-2021 9:54:38a,SOUTHWICK,51 COLLEGE HGY,1.00,COLLEGE HGY,3
,,12181,23722-307,,02-23-2021 9:38:29a,CHICOPEE,16-18 BELCHER ST,,BELCHER ST,4
,,12174,23722-260,,02-23-2021 9:17:24a,SPRINGFIELD,139 MAYFLOWER RD,,MAYFLOWER RD,3
,,12167,23722-202,,02-23-2021 8:52:13a,WESTFIELD,27 NORTH RD,1.00,ORTH RD,4
,,12148,23722-119,,02-23-2021 8:41:20a,WESTFIELD,NORTH RD,1.00,NORTH RD,4
,,12224,23722-585,,02-23-2021 11:37:09a,WESTFIELD,NORTH RD,1.00,,4
,,12217,23722-560,,02-23-2021 11:17:50a,SPRINGFIELD,759 WHITE ST,1.00,WHITE ST,6
,,12210,23722-501,,02-23-2021 11:01:12a,WESTFIELD,137 ROOT RD,,ROOT RD,3
,,12208,23722-479,,02-23-2021 10:57:28a,LONGMEADOW,86 CAMBRIDGE CIR,,CAMBRIDGE CIR,2
,,12196,23722-409,,02-23-2021 10:32:57a,CHICOPEE,29 MEADE AVE,1.00,MEADE AVE,4
,,12196,23722-409,,02-23-2021 10:32:57a,CHICOPEE,144 HORSESHOE DR UNIT 144,1.00,"UNIT 6160B,UNIT 144",0
,,12272,23723-173,,02-23-2021 12:52:21p,LONGMEADOW,195 MEADOWBROOK RD,"245,000.00",MEADOWBROOK RD,6
,,12258,23723-131,,02-23-2021 12:21:04p,WESTFIELD,4 MICHAEL DR,"262,000.00",MICHAEL DR,4
,,12240,23723-58,,02-23-2021 11:54:12a,SPRINGFIELD,1356 BOSTON RD UNIT 2,"1,290,000.00",UNIT 2,2
,,12237,23723-54,,02-23-2021 11:51:46a,SPRINGFIELD,71 MARGERIE ST,"186,000.00",MARGERIE ST,2
,,12228,23723-5,,02-23-2021 11:42:38a,AGAWAM,340 REGENCY PARK UNIT 203,"262,000.00",UNIT 203,3
,,12226,23723-1,,02-23-2021 11:41:58a,CHICOPEE,63 WHITTLESEY AVE,"245,000.00",WHITTLESEY AVE,0
,,12313,23723-460,,02-23-2021 1:50:02p,WILBRAHAM,4 FOREST GLADE DR,"355,000.00",FOREST GLADE DR,7
,,12298,23723-314,,02-23-2021 1:26:52p,SPRINGFIELD,52 JORDAN ST,1.00,JORDAN ST,3
,,12294,23723-289,,02-23-2021 1:22:28p,CHICOPEE,18 DOVERBROOK RD,"120,000.00",UNIT 6105C,3
,,12290,23723-279,,02-23-2021 1:20:35p,HOLYOKE,12 MAPLE CREST CIR C,"120,000.00",UNIT 12C,1
,,12279,23723-215,,02-23-2021 12:57:20p,SPRINGFIELD,76-78 SOMERSET ST,"268,200.00",SOMERSET ST,2
,,12276,23723-196,,02-23-2021 12:57:17p,SPRINGFIELD,120-122 WEST ALVORD ST,"210,000.00",WEST ALVORD ST,0
,,12381,23724-252,,02-23-2021 4:00:45p,AGAWAM,32 KING ST,"280,000.00",KING ST,5
,,12370,23724-173,,02-23-2021 3:38:30p,WESTFIELD,21-23 CHARLES ST,"300,000.00",CHARLES ST,4
,,12358,23724-110,,02-23-2021 3:23:03p,CHICOPEE,111 WOODLAWN ST,"245,000.00",WOODLAWN ST,3
,,12352,23724-75,,02-23-2021 3:16:38p,SPRINGFIELD,52 BLEANOR RD,"215,000.00",ELEANOR RD,4
,,12347,23724-53,,02-23-2021 3:05:32p,HOLYOKE,2 ORCHARD ST,"385,000.00",ORCHARD ST,3
,,12332,23723-543,,02-23-2021 2:24:51p,SPRI ELD,40 CHALFONTE DR,"145,000.00",CHALFONTE DR,4
,,,,,,SPRI ELD,40 CHALFONTE DR,,,4
,,12538,23725-288,,02-24-2021 12:10:29p,SPRINGFIELD,58 VAIL ST,"3,000.00",VAIL ST,2
,,12535,23725-263,,02-24-2021 12:09:01p,WEST SPRINGFIELD,136 GALASKA ST,"265,000.00",GALASKA ST,3
,,12532,23725-245,,02-24-2021 12:00:46p,EAST LONGMEADOW,158 PLEASANT ST,1.00,PLEASANT ST,2
,,12531,23725-242,,02-24-2021 12:00:46p,HOLYOKE,5 STERLING RD,,STERLING RD,3
,,12488,23725-68,,02-24-2021 10:30:14a,HOLYOKE,20 STERLING RD,1.00,STERLING RD,3
,,12446,23724-526,,02-24-2021 9:32:28a,WILBRAHAM,7 WILDWOOD LA,"140,500.00",WILDWOOD LA,3
,,12565,23725-424,,02-24-2021 1:18:15p,HOLYOKE,34 OCONNOR AVE,"279,900.00",,3
,,12558,23725-387,,02-24-2021 1:11:04p,WESTFIELD,187 TANNERY RD,1.00,TANNERY RD,3
,,12557,23725-384,,02-24-2021 1:09:20p,CHICOPEE,61 SHEPHERD ST,"40,000.00",SHEPHERD ST,3
,,12550,23725-345,,02-24-2021 12:43:12p,HOLYOKE,35 DAVIS ST,"223,000.00",DAVIS ST,3
,,12542,23725-301,,02-24-2021 12:18:55p,CHICOPEE,86 ORCHARD ST,"337,000.00",ORCHARD ST,3
,,12557,23725-384,,02-24-2021 1:09:20p,HOLYOKE,31 SUNSET RD,"40,000.00",SUNSET RD,4
,,12593,23725-553,,02-24-2021 2:20:57p,LUDLOW,258 FULLER ST,"220,000.00",FULLER ST,3
,,12585,23725-508,,02-24-2021 1:52:51p,BAST LONGMEADOW,24-26 SCHOOL ST,"285,000.00",SCHOOL ST,3
,,12581,23725-488,,02-24-2021 1:46:45p,SPRINGFIELD,13 BIELLA ST,"192,000.00",BIELLA ST,1
,,12578,23725-470,,02-24-2021 1:36:52p,WESTFIELD,88 CHRISTOPHER DR,"192,000.00",CHRISTOPHER DR,3
,,12575,23725-451,,02-24-2021 1:32:55p,HOLYOKE,63 PINE ST,"60,001.00",PINE ST,1
,,12568,23725-430,,02-24-2021 1:21:11p,BAST LONGMEADOW,130 ELM ST,"220,000.00","ELM ST,BEEBE RD",2
,,12647,23726-169,,02-24-2021 3:44:22p,SPRINGFIELD,81 HASKIN ST,"199,000.00",HASKIN ST,1
,,12626,23726-87,,02-24-2021 3:15:57p,SPRINGFIELD,150 BAIRDCREST RD,"245,000.00",BAIRDCREST RD,3
,,12610,23726-18,,02-24-2021 2:58:53p,AGAWAM,37 ALFRED CIR,1.00,ALFRED CIR,3
,,12606,23726-13,,02-24-2021 2:49:19p,LUDLOW,61 LILLIAN ST,"155,000.00",LILLIAN ST,3
,,12600,23725-589,,02-24-2021 2:42:53p,CHICOPEE,21 SITNIK AVE,"245,000.00",SITNIK AVE,3
,,12597,23725-572,,02-24-2021 2:40:09p,HOLYOKE,147 WESTFIELD RD,"70,000.00",WESTFIELD RD,2
,,12707,23726-393,,02-25-2021 9:35:24a,SPRINGFIELD,50-52 HUMBERT ST,,HUMBERT ST,3
,,12706,23726-390,,02-25-2021 9:35:24a,AGAWAM,468 SPRINGFIELD ST,,SPRINGFIELD ST,2
,,12703,23726-370,,02-25-2021 9:23:04a,CHESTER,TAFT RD,"280,000.00",TAFT RD OFE,2
,,12698,23726-363,,02-25-2021 9:08:33a,CHICOPEE,130 DELANEY AVE,"6,000.00",DELANEY AVE,3
,,12690,23726-326,,02-25-2021 8:54:57a,BRIMFIELD,HAYNES HILL RD,,,6
,,12737,23726-517,,02-25-2021 11:04:02a,BRIMFIELD,HAYNES HILL RD,"253,750.00",,3
,,12731,23726-509,,02-25-2021 10:57:53a,WILBRAHAM,2589 BOSTON RD,1.00,,1
,,12725,23726-475,,02-25-2021 10:50:08a,PALMER,10 RESERVOIR ST,,RESERVOIR ST,6
